916,2440,MONTESCOURT LIZEROLLES
917,2540,MONTFAUCON
918,2600,MONTGOBERT
919,2210,MONTGRU ST HILAIRE
920,2860,MONTHENAULT
921,2400,MONTHIERS
922,2330,MONTHUREL
923,2110,MONTIGNY EN ARROUAISE
924,2810,MONTIGNY L ALLIER
925,2250,MONTIGNY LE FRANC
926,2290,MONTIGNY LENGRAIN
927,2330,MONTIGNY LES CONDE
928,2250,MONTIGNY SOUS MARLE
929,2270,MONTIGNY SUR CRECY
930,2330,MONTLEVON
931,2340,MONTLOUE
932,2220,MONT NOTRE DAME
933,2310,MONTREUIL AUX LIONS
934,2360,MONT ST JEAN
935,2220,MONT ST MARTIN
936,2400,MONT ST PERE
937,2100,MORCOURT
938,2360,MORGNY EN THIERACHE
939,2290,MORSAIN
940,2600,MORTEFONTAINE
941,2270,MORTIERS
942,2160,MOULINS
943,2160,MOUSSY VERNEUIL
944,2610,MOY DE L AISNE
945,2210,MURET ET CROUTTES
946,2160,MUSCOURT
947,2140,NAMPCELLES LA COUR
948,2200,NAMPTEUIL SOUS MURET
949,2880,NANTEUIL LA FOSSE
950,2210,NANTEUIL NOTRE DAME
951,2420,NAUROY
952,2400,NESLES LA MONTAGNE
953,2190,NEUFCHATEL SUR AISNE
